name,ID,bio
Jeyne Waters,Jeyne_Waters,"Jeyne Waters was the bastard daughter of Lord Alyn_Velaryon and Princess Elaena_Targaryen. Jeyne was the bastard daughter of the seafarer Lord Alyn_Velaryon, known as the Oakenfist, and Princess Elaena_Targaryen. She had a twin brother, Jon_Waters."
Jeyne Westerling,Jeyne_Westerling_(wife_of_Maegor_I),"Queen Jeyne Westerling was a member of House Westerling. She was one of the six wives of King Maegor_I_Targaryen. Jeyne was married to Lord Alyn_Tarbeck. She was widowed when Alyn died during the Battle Beneath the Gods Eye in 43 AC. Jeyne was pregnant when her husband died, and gave him a posthumous Lord_Tarbeck_(son_of_Alyn) a few months later. In 47 AC, Jeyne was being courted by a younger son of Lyman_Lannister, the Lord of Casterly Rock, when King Maegor_I_Targaryen sent for her to be wed to him. She married Maegor in a ceremony at King's Landing, along with Lady Elinor_Costayne and Princess Rhaena_Targaryen_(daughter_of_Aenys_I). As all three women had been widowed due to Maegor, they became known as the ""Black Brides"". Jeyne's son was present for the wedding, to ensure that she would take part in the ceremony as desired. The stories told of the wedding night claim that Jeyne was given a fertility potion by Queen Tyanna_of_the_Tower, and either drank it, or threw it in Tyanna's face. After the wedding, Queen Jeyne's son was confirmed as Lord of Tarbeck Hall, and sent to Casterly Rock to be raised as a ward of Lyman Lannister. Lord Edwell_Celtigar, the Hand of the King, announced half a year after the wedding that Queen Jeyne was pregnant, and Queen Elinor's pregnancy was announced shortly afterwards. Maegor, joyful, showered both his wives with gifts and honors, and granted new lands and offices to their fathers, brothers, and uncles. Unfortunately, Jeyne's labor began three months early, and she gave birth to a stillborn child, monstrous, lacking arms and legs but possessing both male and female genitalia. Jeyne herself died soon after. In 48 AC, Tyanna_of_the_Tower confessed to having poisoned Jeyne's child in the womb."
Jeyne Westerling,Jeyne_Westerling,"Jeyne Westerling is the eldest daughter of Lord Gawen_Westerling and Lady Sybell_Spicer. In the television adaptation  Game of Thrones, her character is replaced by Talisa Maegyr of Volantis, played by Oona Chaplin. House Westerling is an old house who descend from the First Men. Despite their ancient heritage and nobility, the family is not rich, as their mines have failed. Possibly to better his finances, Lord Gawen_Westerling wed Sybell_Spicer, the daughter of an ennobled family, House Spicer, who descend from a spice merchant and Maggy_the_Frog, a maegi of Essos who provided potions to the people of Lannisport. Gawen once offered his daughter Jeyne to Ser Kevan_Lannister as a match for one of his sons, Willem_Lannister or Martyn_Lannister, but Kevan rejected the offer because of the ""doubtful blood"" of the Spicers."
Jez,Jez,Jez is one of the bastard's girls.
Jezhene,Jezhene,Jezhene (or Jhezane) is the child of one of the noble ruling families of Meereen. Jezhene is older than Qezza_Galare.
Jhaqo,Jhaqo,Jhaqo is a ko in the khalasar commanded by Khal Drogo.
Jhiqui,Jhiqui,"Jhiqui is a Dothraki handmaid of Daenerys_Targaryen. In the television adaptation Game of Thrones, Jhiqui is portrayed by Sarita Piotrowski. Jhiqui was born to a khal of a khalasar. It was destroyed by Khal Drogo, and she was enslaved."
Jhogo,Jhogo,"Jhogo is a Dothraki horserider in the khalasar of Khal Drogo. In the television adaptation Game of Thrones, he is renamed Kovarro[N 1] and portrayed by Steven Cole."
Jirelle Mooton,Jirelle_Mooton,Jirelle Mooton was the Lady of Maidenpool and the head of House Mooton during the early reign of King Jaehaerys_I_Targaryen. Lady Jirelle died from the Shivers during the winter of 59–60 AC.
Joanna Lannister,Joanna_Lannister,"Joanna Lannister was a member of House Lannister who became Lady of Casterly Rock, the wife of Lord Tywin_Lannister, and the mother of Queen Cersei_Lannister, Ser Jaime_Lannister, and Tyrion_Lannister. She died giving birth to Tyrion in 273 AC. Joanna's father, Ser Jason_Lannister_(son_of_Gerold), was the younger brother of Tytos_Lannister, Lord of Casterly Rock. She had one older sibling, Damon_Lannister_(son_of_Jason), a son from her father's first marriage, and five younger siblings (three brothers, two sisters), the eldest of whom was Stafford_Lannister. She also had an older bastard sister, Lynora_Hill. Tywin_Lannister, the eldest son of Lord Tytos, met his cousin Joanna at Casterly Rock while they were children. Joanna went to King's Landing in 259 AC, for the coronation of King Jaehaerys_II_Targaryen, and remained as a lady-in-waiting for the future queen, Princess Rhaella_Targaryen. There were rumors that Joanna gave her maidenhead to Prince Aerys_II_Targaryen the night of Jaehaerys's coronation, and that she briefly became Aerys's paramour after he ascended the Iron Throne. However, Grand Maester Pycelle insists these tales are baseless, as Tywin would not have married Joanna if they were true, ""for he was ever a proud man and not one accustomed to feasting on another man's leavings."" Joanna married her first cousin, Tywin_Lannister, now serving as Aerys's Hand of the King, in 263 AC in a lavish ceremony in the Great Sept of Baelor. On their wedding day, the oft-grim Tywin smiled, a rare occurrence. At the wedding feast, Aerys drunkenly japed about how it was a pity the first night tradition was banned, and he took certain ""unwonted liberties"" with Joanna in the bedding ritual when the men at the feast had to disrobe the bride. Not long thereafter, Joanna was dismissed by Queen Rhaella_Targaryen from her service in King's Landing. While Rhaella turned a blind eye towards most of her husband's infidelities, she did not approve when it concerned one of her own ladies, several of whom were sent away from court. Joanna departed for Casterly Rock at once, and she seldom visited the capital afterwards. Joanna's marriage to Tywin was reportedly a happy one, and she became Tywin's trusted counselor and companion. Her influence on her husband was such that people say that Tywin ruled the Seven Kingdoms as Hand, ""but was ruled at home by his lady wife."" In 266 AC, Joanna gave birth to Cersei_Lannister and Jaime_Lannister, with Tywin present. King Aerys ordered Tywin to bring Joanna and the twins to King's Landing when the children were old enough to travel, but Lord Tytos_Lannister died before this could occur. Instead, Tywin, Aerys, Prince Rhaegar_Targaryen, and half the court went to the westerlands in 267 AC, where they remained for most of the next year. Joanna attended the Anniversary Tourney in King's Landing in 272 AC, held to celebrate Aerys's tenth year on the Iron Throne. Aerys insulted Joanna by asking her if nursing her children had ruined her breasts, and the king refused the outraged Tywin's resignation the next day. At some point within the next year, Joanna's servant caught Jaime and Cersei together, engaged in some kind of sexual activity. Joanna sent the maid away, moved Jaime's chamber to the other side of Casterly Rock, and put a guard outside of Cersei's chamber. She then warned her twins that they must never do such a thing again, or else she would be forced to tell their father."
Joanna Swyft,Joanna_Swyft,"Joanna Swyft is a member of House Swyft, the daughter of Ser Steffon_Swyft, the heir of Cornfield."
Jocasta Tarbeck,Jocasta_Lannister,"Jocasta Lannister, born Jocasta Tarbeck, was the wife of Lord Lyman_Lannister of Casterly Rock during the reign of kings Maegor_I_Targaryen and Jaehaerys_I_Targaryen. Jocasta's husband, Lord Lyman_Lannister, protected Prince Aegon_Targaryen_(son_of_Aenys_I) and Princess Rhaena_Targaryen_(daughter_of_Aenys_I) during the early years of the reign of King Maegor_I_Targaryen, extending them guest right. During their stay at Casterly Rock, Jocasta was the first to recognize that Rhaena was pregnant. In early 49 AC, Jocasta and her husband attended the small wedding of Rhaena to Androw_Farman. After Rhaena was exiled from Fair Isle in early 50 AC, Jocasta and Lyman welcomed them to Casterly Rock, staging a lavish feast in their honor. During the time Rhaena and her court remained at Casterly Rock, Jocasta suggested to Rhaena that one of Rhaena's dragon eggs would make a fine gift to House Lannister, to thank the Lannisters for providing them with a place to stay. Rhaena was not responsive to the suggestion, and departed from the Rock shortly after."
Jocelyn Baratheon,Jocelyn_Baratheon,"Jocelyn Baratheon was a noblewoman from House Baratheon. She was the daughter of Lord Rogar_Baratheon, the Lord of Storm's End, and Dowager Queen Alyssa_Velaryon. She had an older brother, Boremund_Baratheon, and six elder half-siblings, Rhaena_Targaryen_(daughter_of_Aenys_I), Aegon_Targaryen_(son_of_Aenys_I), Viserys_Targaryen_(son_of_Aenys_I), Jaehaerys_I_Targaryen, Alysanne_Targaryen, and Vaella_Targaryen_(daughter_of_Aenys_I), born to Alyssa Velaryon from an earlier marriage. Jocelyn was born one month premature in 54 AC. Her mother, Alyssa_Velaryon, fell severely ill due to the pregnancy, and was unable to give birth by herself. According to Maester Kyrie, he could not save Alyssa, but by cutting her open he might be able to save Jocelyn. Lord Rogar_Baratheon then told the maester to save his child. Some days after her birth, Rogar named his daughter. In 58 AC, Jocelyn came to King's Landing with her father Rogar and her older brother Boremund_Baratheon for the tourney held on the anniversary of King Jaehaerys I's tenth anniversary on the throne. Jocelyn was raised mostly by the wives of her father's brothers, but they both favored their own children, and died eventually of Winter Fever. In 61 AC, at the age of six, Jocelyn was once again brought to court by her father, together with two daughters of her father's brother Ronnal_Baratheon. Lord Rogar requested to King Jaehaerys_I_Targaryen and Queen Alysanne_Targaryen that Jocelyn be raised at court as their ward. The king and queen gladly accepted. In 62 AC, during the feast held to celebrate the investiture of Prince Aemon_Targaryen_(son_of_Jaehaerys_I) as Prince of Dragonstone, Jocelyn was seated beside Prince Aemon by Queen Alysanne. The two young people ignored all those around them all evening."
Jocelyn Penrose,Jocelyn_Penrose,Jocelyn Penrose was a member of House Penrose and the second daughter of Lord Ronnel_Penrose and his wife Princess Elaena_Targaryen.
Jocelyn Stark,Jocelyn_Stark,"Jocelyn Stark was the only daughter of Lord Willam_Stark and Lady Melantha_Blackwood. She was married to Benedict_Royce and had children. According to Catelyn_Stark, she had three daughters; one married a Waynwood, another a Corbray, and the third might have married a Templeton."
Jocelyn Swyft,Jocelyn_Swyft,Jocelyn Swyft is a noblewoman of House Swyft. She is the companion and lady attendant of Queen Cersei_Lannister.
Jodge,Jodge,Jodge is a squire for Ser Dunaver.
Joffrey Arryn,Joffrey_Arryn,"Joffrey Arryn was a Knight of the Gate from House Arryn who later became Lord of the Eyrie during the reign of King Aegon_III_Targaryen. Ser Joffrey became the Knight of the Gate in 124 AC and served his fourth cousin Jeyne_Arryn, the Lady of the Eyrie, for ten years before her death in 134 AC. When she died, Lady Jeyne named Ser Joffrey as her heir in her last testament, although Ser Arnold_Arryn was more closely related to her. However, as Ser Arnold had twice tried to depose her and had been imprisoned for it, he was disinherited from the line of Arryn succession. However, tensions brewed on Jeyne's death between those who supported Jeyne's chosen successor and those who supported Ser Arnold. Many lords flocked to Ser Arnold's son, Ser Eldric_Arryn, insisting that the laws of inheritance could not be put aside by ""the whim of a dying woman."" Additionally, Isembard_Arryn, head of House Arryn of Gulltown, emerged as a third claimant to the Eyrie. One of the young king Aegon_III_Targaryen's regents, Ser Corwyn_Corbray, ruled that Lady Jeyne's will must prevail and declared Ser Joffrey the rightful Lord of the Eyrie. Isembard Arryn and his sons were imprisoned, and Ser Eldric was executed, but Ser Arnold eluded the knight and fled to Runestone, where Ser Corwyn was struck down by a crossbowman once he drew Lady Forlorn. Striking down the king's regent was an act of treason, and war began anew across the Vale of Arryn. Houses Corbray, Hunter, Crayne and Redfort supported Ser Joffrey's claim, and the Hand of the King, Lord Thaddeus_Rowan, commanded the lords supporting Ser Arnold and Isembard to lay down their arms. When no reply was forthcoming, the crown sent men through the Mountains of the Moon and launched a sea attack to support Ser Joffrey's claim. By the time the new regents were chosen by lot in 136 AC, Lord Alyn_Velaryon and Lord Benjicot_Blackwood had at last forced the supporters of Isembard and Arnold to do homage to Lord Joffrey as their liege."
